lncRNA,protein,label
n345117,P35637,1
n344578,Q07955,1
n385223,Q49AS9,1
n381833,Q07955,1
n346137,Q07955,1
n384140,Q9NZI8,1
n384212,Q15717,1
n333527,Q15717,1
n339035,Q15717,1
n340981,Q9NZI8,1
n375703,Q15717,1
n338218,Q9HCE1,1
n340529,P31483,1
n341790,Q07955,1
n385787,P26599,1
n385102,P26599,1
n337750,P35637,1
n384210,Q9Y6M1,1
n342353,Q86X94,1
n384496,Q9NZI8,1
n341737,P35637,1
n340248,Q15717,1
n385468,Q9HCE1,1
n410070,Q86X94,1
n5387,Q6IBM8,1
n381351,O00425,1
n342437,Q9Y6M1,1
n385812,P26599,1
n4541,P35637,1
n344996,O00425,1
n345781,O00425,1
n371301,Q9UL18,1
n371301,Q9H9G7,1
n371301,Q9HCK5,1
n377660,Q15717,1
n380175,Q15717,1
n384536,Q15717,1
n344848,Q15717,1
n341211,Q07955,1
n344664,Q15717,1
n385951,P35637,1
n377827,Q07955,1
n344793,P31483,1
n345222,Q15717,1
n381280,P26599,1
n339129,Q9Y6M1,1
n340922,Q07955,1
n341044,Q13148,1
n342183,O00425,1
n374027,Q86X94,1
n387718,Q9HCE1,1
n371665,Q15717,1
n338197,Q15717,1
n344659,Q86X94,1
n407534,B7ZL34,1
n406883,P35637,1
n382989,Q15717,1
n341328,Q15717,1
n385725,Q9HCE1,1
n379212,Q8NDV7,1
n379212,Q9UPQ9,1
n379212,Q9HCJ0,1
n340956,Q9Y6M1,1
n375522,O00425,1
n384720,Q9NZI8,1
n407721,Q01844,1
n339003,Q9NZI8,1
n340474,Q86X94,1
n341705,Q15717,1
n340974,Q9Y6M1,1
n345433,Q15717,1
n384210,P35637,1
n344939,Q96PU8,1
n339671,Q9NZI8,1
n381557,Q01844,1
n5315,A2VCT9,1
n384353,Q07955,1
n410108,Q9UKV8,1
n381280,Q49AS9,1
n386343,Q9NZI8,1
n328253,Q9UK45,1
n343070,P35637,1
n383794,Q9NZI8,1
n341453,Q9Y6M1,1
n345807,Q9NZI8,1
n344860,O00425,1
n342569,O00425,1
n343048,Q86X94,1
n337758,P26599,1
n383211,Q15717,1
n410199,Q07955,1
n381793,P26599,1
n376398,Q15717,1
n341941,Q86X94,1
n344793,Q49AS9,1
n386524,P35637,1
n341490,Q9UL18,1
n341490,Q9UKV8,1
n341490,Q9H9G7,1
n341490,Q9HCK5,1
n341985,P35637,1
n338197,Q9UL18,1
n338197,Q9H9G7,1
n338197,Q9HCK5,1
n363381,Q15717,1
n343070,Q15233,1
n336291,P26599,1
n381417,O00425,1
n346537,Q9UL18,1
n346537,Q9UKV8,1
n346537,Q9H9G7,1
n346537,Q9HCK5,1
n345668,Q15717,1
n410523,P35637,1
n335713,P35637,1
n384073,Q15717,1
n376590,Q49AS9,1
n367143,Q07955,1
n344800,Q49AS9,1
n381417,Q9UKV8,1
n344868,O00425,1
n345981,O00425,1
n340066,Q15717,1
n377651,Q15717,1
n338414,Q15717,1
n336293,Q15717,1
n344748,Q07955,1
n339667,O00425,1
n333527,Q9NZI8,1
n341592,Q96PU8,1
n365972,Q07955,1
n346167,Q15717,1
n363904,Q9NZI8,1
n338810,O00425,1
n340689,Q15717,1
n382312,Q15717,1
n337768,Q9UL18,1
n337768,Q9UKV8,1
n337768,Q9H9G7,1
n337768,Q9HCK5,1
n342780,Q15717,1
n341369,P35637,1
n386108,Q07955,1
n344664,Q9NZI8,1
n346137,Q15717,1
n407114,Q9UL18,1
n407114,Q9UKV8,1
n407114,Q9H9G7,1
n407114,Q9HCK5,1
n4541,Q01844,1
n345185,Q15717,1
n5197,Q9Y6Y0,1
n345516,Q15717,1
n370090,Q49AS9,1
n339187,Q13148,1
n381585,P31483,1
n407573,Q49AS9,1
n378108,Q9Y6M1,1
n337902,Q9NZI8,1
n346426,O00425,1
n378068,Q49AS9,1
n338554,Q9Y6M1,1
n385902,Q07955,1
n339036,Q13148,1
n367049,Q07955,1
n337909,Q15717,1
n384200,Q07955,1
n338640,P26599,1
n344814,Q9UKV8,1
n373943,Q07955,1
n377818,Q9Y6M1,1
n379360,Q96PU8,1
n387397,Q15717,1
n407466,Q9HCE1,1
n339264,Q15717,1
n406336,P31483,1
n407210,Q07955,1
n378567,O00425,1
n339828,Q9Y6M1,1
n338204,O00425,1
n379406,Q15717,1
n380677,Q15717,1
n340904,Q01844,1
n342736,Q15717,1
n341158,O00425,1
n342758,Q9Y6M1,1
n338640,P35637,1
n410143,Q9UKV8,1
n410453,O00425,1
n410885,Q15717,1
n326269,Q13148,1
n379114,Q07955,1
n384573,Q9UL18,1
n384573,Q9UKV8,1
n384573,Q9H9G7,1
n384573,Q9HCK5,1
n372953,P35637,1
n378353,Q13148,1
n387722,O00425,1
n3894,P35637,1
n338446,O00425,1
n386179,Q9NZI8,1
n345185,P35637,1
n376473,Q49AS9,1
n383019,Q9NZI8,1
n368624,Q49AS9,1
n337921,Q15717,1
n383509,Q15717,1
n384395,Q07955,1
n406134,Q9NZI8,1
n325598,O00425,1
n385685,P35637,1
n337668,P26599,1
n407114,Q15717,1
n378414,Q96PU8,1
n339129,Q9UKV8,1
n340756,Q9Y6M1,1
n341459,O00425,1
n344814,P31483,1
n338799,P26599,1
n383747,B7ZL34,1
n378603,Q15717,1
n345977,Q07955,1
n407520,P26599,1
n340981,O00425,1
n384227,O00425,1
n326145,Q15717,1
n377684,Q07955,1
n409540,Q07955,1
n380693,Q01844,1
n363945,Q07955,1
n407062,Q07955,1
n378068,Q8NDV7,1
n378068,Q9UPQ9,1
n378068,Q9HCJ0,1
n386063,Q15717,1
n5296,O95793,1
n342988,P31483,1
n377912,Q15717,1
n346311,Q07955,1
n1315,P35637,1
n339646,O00425,1
n383805,Q15717,1
n373563,Q15717,1
n339833,Q15717,1
n384228,Q9Y6M1,1
n376590,P31483,1
n342192,Q13148,1
n345670,Q49AS9,1
n369876,O00425,1
n386735,P31483,1
n345139,Q9Y6M1,1
n5087,P38432,1
n385707,P35637,1
n325490,Q13148,1
n368044,Q9Y6M1,1
n384320,P26599,1
n384624,Q15717,1
n338750,Q15717,1
n385468,Q13148,1
n407937,Q15717,1
n379630,Q86X94,1
n342729,Q07955,1
n341094,Q9Y6M1,1
n384754,Q86X94,1
n343048,Q9HCE1,1
n345935,Q49AS9,1
n338196,P26599,1
n338404,Q9Y6M1,1
n338298,P35637,1
n346533,Q9UKV8,1
n365866,Q15717,1
n384480,Q15717,1
n385727,O00425,1
n386315,P31483,1
n375857,Q15717,1
n378108,P35637,1
n346396,Q07955,1
n386391,Q07955,1
n379395,Q13148,1
n345182,Q15717,1
n407659,Q9NZI8,1
n346167,Q9Y6M1,1
n333015,Q9Y6M1,1
n342704,Q13148,1
n345168,Q49AS9,1
n410722,Q9Y6M1,1
n374534,Q9Y6M1,1
n340604,Q01844,1
n409149,Q9UKV8,1
n342202,P26599,1
n345742,Q07955,1
n339702,Q15717,1
n376049,Q15717,1
n378108,Q07955,1
n339597,O00425,1
n386343,B7ZL34,1
n342846,Q15717,1
n337928,O00425,1
n339289,Q8NDV7,1
n339289,Q9UPQ9,1
n339289,Q9HCJ0,1
n345746,P31483,1
n381942,Q9Y6M1,1
n381912,Q9Y6M1,1
n406422,O00425,1
n378273,O00425,1
n340290,Q9Y6M1,1
n345765,P31483,1
n339736,Q15717,1
n342056,P35637,1
n338390,Q01844,1
n386100,Q07955,1
n381557,O00425,1
n406900,Q9UL18,1
n406900,Q9H9G7,1
n406900,Q9HCK5,1
n378555,Q07955,1
n339671,O00425,1
n339702,Q01844,1
n337823,Q9NZI8,1
n379792,P31483,1
n340189,Q15717,1
n338446,P31483,1
n326477,Q01844,1
n346537,Q01844,1
n341097,Q15717,1
n370423,Q15717,1
n345630,P31483,1
n381430,Q9Y6M1,1
n376985,Q9NZI8,1
n409618,Q15717,1
n384684,Q49AS9,1
n381444,Q07955,1
n339156,Q9UL18,1
n339156,Q9UKV8,1
n339156,Q9H9G7,1
n339156,Q9HCK5,1
n341076,Q9HCE1,1
n379244,P35637,1
n341646,O00425,1
n326477,Q15717,1
n370574,P31483,1
n342544,Q9UL18,1
n342544,Q9UKV8,1
n342544,Q9H9G7,1
n342544,Q9HCK5,1
n340956,P26599,1
n344659,Q15717,1
n341017,Q15717,1
n381409,P35637,1
n387393,Q9Y6M1,1
n338479,Q96PU8,1
n338205,P26599,1
n342265,P35637,1
n409540,O00425,1
n367422,Q49AS9,1
n338165,Q9NZI8,1
n377916,P26599,1
n343085,P60842,1
n346196,Q07955,1
n338404,Q9NZI8,1
n378002,P26599,1
n338866,Q15717,1
n341302,Q15717,1
n344610,Q9UKV8,1
n341664,Q13148,1
n346383,Q07955,1
n344971,O00425,1
n371665,Q9Y6M1,1
n343016,Q07955,1
n369487,Q49AS9,1
n406480,Q9NZI8,1
n339847,O00425,1
n371761,Q07955,1
n382231,Q9UL18,1
n382231,Q9UKV8,1
n382231,Q9H9G7,1
n382231,Q9HCK5,1
n345433,Q49AS9,1
n385569,Q9Y6M1,1
n339646,Q9UL18,1
n339646,Q9UKV8,1
n339646,Q9H9G7,1
n339646,Q9HCK5,1
n342875,P35637,1
n340049,Q9Y6M1,1
n382702,O00425,1
n409179,Q9NZI8,1
n377683,Q07955,1
n342268,Q15717,1
n377284,Q07955,1
n369512,B7ZL34,1
n379781,P35637,1
n332636,Q96PU8,1
n372205,Q9Y6M1,1
n342313,Q13148,1
n337768,B7ZL34,1
n383077,O00425,1
n376433,Q86X94,1
n342030,Q9UL18,1
n342030,Q9UKV8,1
n342030,Q9H9G7,1
n342030,Q9HCK5,1
n384228,P35637,1
n345207,Q15717,1
n376424,Q13148,1
n410523,P26599,1
n374798,Q13148,1
n344807,Q15717,1
n335544,Q15717,1
n344996,Q15717,1
n379177,Q49AS9,1
n341702,Q9NZI8,1
n387026,Q07955,1
n4428,P37108,1
n4429,P37108,1
n4430,P37108,1
n4431,P37108,1
n4432,P37108,1
n4433,P37108,1
n4434,P37108,1
n4435,P37108,1
n4436,P37108,1
n4437,P37108,1
n4438,P37108,1
n4439,P37108,1
n387634,Q9HCE1,1
n405705,Q13148,1
n338651,Q15717,1
n339084,Q9NZI8,1
n338379,Q13148,1
n407992,Q9HCE1,1
n385729,Q86X94,1
n384285,Q07955,1
n338647,Q9Y6M1,1
n342101,Q9NZI8,1
n338306,O00425,1
n345032,Q13148,1
n345501,Q07955,1
n343070,O15042,1
n339558,Q15717,1
n340586,Q15717,1
n363847,Q15717,1
n410799,Q49AS9,1
n383218,P26599,1
n363484,O00425,1
n343070,Q86X94,1
n339511,P35637,1
n345185,Q9Y6M1,1
n387531,Q07955,1
n341050,P31483,1
n341330,Q96PU8,1
n372993,Q9UL18,1
n372993,Q9UKV8,1
n372993,Q9H9G7,1
n372993,Q9HCK5,1
n341849,P26599,1
n340748,P31483,1
n387437,Q49AS9,1
n345101,Q15717,1
n386179,O00425,1
n387060,Q15717,1
n338231,O00425,1
n385801,Q15717,1
n341345,Q9Y6M1,1
n339862,P26599,1
n338446,Q49AS9,1
n346296,P31483,1
n342541,B7ZL34,1
n405569,Q9HCE1,1
n344547,Q9Y6M1,1
n387266,P31483,1
n339419,Q49AS9,1
n344980,O00425,1
n376985,Q9HCE1,1
n377827,Q9Y6M1,1
n342622,Q15717,1
n368267,Q9NZI8,1
n337768,Q15717,1
n344986,Q9NZI8,1
n344871,Q96PU8,1
n338204,Q15717,1
n409674,Q9NZI8,1
n337939,Q86X94,1
n379110,Q86X94,1
n345746,Q49AS9,1
n345455,Q01844,1
n346477,Q07955,1
n408075,Q9NZI8,1
n346472,Q07955,1
n382131,O00425,1
n340529,Q01844,1
n380100,P35637,1
n383019,P26599,1
n384480,B7ZL34,1
n372291,Q49AS9,1
n379459,Q15717,1
n381076,Q07955,1
n344651,P31483,1
n341398,O00425,1
n342758,P31483,1
n341817,P26599,1
n386343,O00425,1
n340254,O00425,1
n338859,P26599,1
n337756,Q49AS9,1
n342192,Q15717,1
n408020,O00425,1
n337768,Q9Y6M1,1
n344798,O00425,1
n383747,Q9Y6M1,1
n340652,O00425,1
n377295,Q86X94,1
n337902,O00425,1
n409180,Q9NZI8,1
n345455,O00425,1
n346128,O00425,1
n344741,Q49AS9,1
n342546,Q9NZI8,1
n5313,P05455,1
n345618,Q15717,1
n346236,Q07955,1
n385188,Q8NDV7,1
n385188,Q9UPQ9,1
n385188,Q9HCJ0,1
n338500,O00425,1
n5726,Q49AS9,1
n340697,Q9Y6M1,1
n406346,Q9UKV8,1
n341835,Q15717,1
n5312,P61978,1
n345373,P26599,1
n338218,Q9Y6M1,1
n384430,Q13148,1
n339798,P26599,1
n342844,Q9NZI8,1
n385468,Q01844,1
n338823,O00425,1
n341227,B7ZL34,1
n342988,O00425,1
n343048,Q13148,1
n344957,P26599,1
n338533,Q8NDV7,1
n338533,Q9UPQ9,1
n338533,Q9HCJ0,1
n339861,P35637,1
n341757,O00425,1
n406246,Q01844,1
n371241,Q49AS9,1
n339003,P35637,1
n345721,P35637,1
n345139,Q9HCE1,1
n339642,P31483,1
n378090,Q07955,1
n386655,O00425,1
n410153,Q9Y6M1,1
n344530,P31483,1
n345653,Q9Y6M1,1
n366704,Q07955,1
n344814,Q86X94,1
n344975,Q15717,1
n342043,Q15717,1
n372815,Q86X94,1
n338877,P35637,1
n339026,Q9NZI8,1
n341836,B7ZL34,1
n340748,Q8NDV7,1
n340748,Q9UPQ9,1
n340748,Q9HCJ0,1
n344535,Q15717,1
n344601,P35637,1
n382440,Q9Y6M1,1
n340852,Q9UKV8,1
n338697,Q15717,1
n339087,B7ZL34,1
n385729,Q8NDV7,1
n385729,Q9UPQ9,1
n385729,Q9HCJ0,1
n387063,Q01844,1
n341490,Q9NZI8,1
n372953,Q01844,1
n407071,Q9NZI8,1
n345077,Q9NZI8,1
n337890,Q9Y6M1,1
n377827,Q9UL18,1
n377827,Q9UKV8,1
n377827,Q9H9G7,1
n377827,Q9HCK5,1
n344618,O43251,1
n337758,Q13148,1
n339518,Q9UL18,1
n339518,Q9UKV8,1
n339518,Q9H9G7,1
n339518,Q9HCK5,1
n376985,O00425,1
n342985,Q49AS9,1
n199030,Q13148,1
n345298,O00425,1
n408131,Q15717,1
n383509,O00425,1
n382231,Q01844,1
n344748,Q9Y6M1,1
n370585,Q86X94,1
n379717,Q13148,1
n384643,Q13148,1
n338856,Q9Y6M1,1
n344814,O00425,1
n385725,Q86X94,1
n375266,Q15717,1
n340689,Q9HCE1,1
n342938,P26599,1
n385140,Q15717,1
n199030,Q8NDV7,1
n199030,Q9UPQ9,1
n199030,Q9HCJ0,1
n379676,Q49AS9,1
n375457,Q07955,1
n378108,O00425,1
n409406,Q49AS9,1
n5296,P60484,1
n378714,Q9Y6M1,1
n338512,Q9NZI8,1
n332877,P31483,1
n341568,P35637,1
n405671,P26599,1
n324480,Q15717,1
n384480,O00425,1
n340028,Q15717,1
n411020,Q07955,1
n342861,O00425,1
n341449,Q15717,1
n407685,Q07955,1
n345879,Q49AS9,1
n340115,P31483,1
n381011,Q9Y6M1,1
n409672,Q9UL18,1
n409672,Q9UKV8,1
n409672,Q9H9G7,1
n409672,Q9HCK5,1
n339096,O00425,1
n344691,Q49AS9,1
n345088,Q07955,1
n410462,P35637,1
n341569,O00425,1
n377639,O00425,1
n410722,B7ZL34,1
n346532,Q07955,1
n344574,Q86X94,1
n374520,Q13148,1
n411719,Q07955,1
n340049,O00425,1
n325936,Q07955,1
n339305,P31483,1
n337930,Q15717,1
n324559,Q96PU8,1
n339966,Q9NZI8,1
n387719,Q07955,1
n338207,Q15717,1
n344805,Q15717,1
n381443,Q9Y6M1,1
n408116,Q86X94,1
n384927,O00425,1
n385511,Q9Y6M1,1
n383551,Q96PU8,1
n344875,Q15717,1
n338494,Q13148,1
n344960,Q9NZI8,1
n386362,O00425,1
n375802,Q49AS9,1
n337644,Q13148,1
n345373,Q07955,1
n345161,Q15717,1
n338547,Q9UL18,1
n338547,Q9UKV8,1
n338547,Q9H9G7,1
n338547,Q9HCK5,1
n377766,P35637,1
n339434,Q15717,1
n385425,P35637,1
n407383,Q9UL18,1
n407383,Q9UKV8,1
n407383,Q9H9G7,1
n407383,Q9HCK5,1
n381419,P35637,1
n385725,Q96PU8,1
n382181,Q13148,1
n381272,O00425,1
n337998,O00425,1
n344986,O00425,1
n341659,Q15717,1
n378107,Q01844,1
n340143,Q9Y6M1,1
n383026,Q9UKV8,1
n341180,Q9UKV8,1
n372578,P35637,1
n339897,P35637,1
n384573,Q9Y6M1,1
n381970,P31483,1
n333428,P31483,1
n410026,Q9NZI8,1
n385273,Q49AS9,1
n409170,Q07955,1
n371141,Q15717,1
n5315,P07910,1
n411623,P26599,1
n337930,Q01844,1
n344604,Q15717,1
n338060,O00425,1
n409540,Q9NZI8,1
n368098,Q01844,1
n345934,Q13148,1
n409159,O00425,1
n363537,Q15717,1
n346189,Q15717,1
n382350,Q13148,1
n341569,Q15717,1
n407775,Q49AS9,1
n338931,Q49AS9,1
n338390,Q15717,1
n385730,Q86X94,1
n336296,Q9UL18,1
n336296,Q9UKV8,1
n336296,Q9H9G7,1
n336296,Q9HCK5,1
n380158,P31483,1
n340981,P35637,1
n345648,Q9Y6M1,1
n333527,Q9UKV8,1
n338437,Q13148,1
n338207,Q01844,1
n342875,O00425,1
n384684,P31483,1
n4758,Q3B891,1
n385730,B7ZL34,1
n367662,Q49AS9,1
n5315,P52943,1
n379593,Q15717,1
n340143,Q13148,1
n338412,Q49AS9,1
n337754,Q13148,1
n386641,O00425,1
n339527,B7ZL34,1
n381280,P35637,1
n369735,Q13148,1
n337758,P31483,1
n375399,Q49AS9,1
n381057,P31483,1
n345465,Q15717,1
n337759,Q49AS9,1
n385202,Q9NZI8,1
n384996,Q15717,1
n341044,Q96PU8,1
n343016,P26599,1
n337928,Q9HCE1,1
n376477,Q49AS9,1
n409709,Q01844,1
n342861,Q9NZI8,1
n344530,Q9HCE1,1
n341743,O00425,1
n323836,Q49AS9,1
n340903,P26599,1
n344814,Q9NZI8,1
n342926,Q15717,1
n380413,Q9NZI8,1
n346545,Q15717,1
n341320,Q49AS9,1
n342985,P17735,1
n379586,Q07955,1
n407311,P26599,1
n385835,O00425,1
n345357,Q15717,1
n338591,Q9NZI8,1
n384770,Q9HCE1,1
n338108,Q07955,1
n344778,B7ZL34,1
n328253,O15116,1
n410038,Q13148,1
n345502,Q9HCE1,1
n345468,Q13148,1
n385730,O00425,1
n345765,Q13148,1
n338028,B7ZL34,1
n340956,O00425,1
n384227,B7ZL34,1
n374530,Q49AS9,1
n337823,Q9Y6M1,1
n341087,P35637,1
n384754,Q01844,1
n344745,Q8NDV7,1
n344745,Q9UPQ9,1
n344745,Q9HCJ0,1
n386856,Q15717,1
n344621,Q13148,1
n341490,O00425,1
n342927,Q49AS9,1
n341646,Q9NZI8,1
n386592,Q9UL18,1
n386592,Q9UKV8,1
n386592,Q9H9G7,1
n386592,Q9HCK5,1
n324635,P26599,1
n411680,O00425,1
n384996,P35637,1
n345310,P31483,1
n406117,Q07955,1
n410191,Q07955,1
n410671,P35637,1
n340794,O00425,1
n345014,Q49AS9,1
n337886,Q86X94,1
n338812,Q49AS9,1
n342157,P35637,1
n377669,O00425,1
n379717,O00425,1
n345473,Q9HCE1,1
n384656,Q07955,1
n340509,P35637,1
n378252,B7ZL34,1
n341846,Q15717,1
n383233,Q49AS9,1
n343067,B7ZL34,1
n374607,O43251,1
n342116,Q15717,1
n384936,B7ZL34,1
n345885,Q49AS9,1
n382328,Q15717,1
n379167,Q9NZI8,1
n337808,Q15717,1
n345807,Q13148,1
n387733,P31483,1
n378279,O00425,1
n341065,Q86X94,1
n383986,P26599,1
n379821,O00425,1
n344691,Q15717,1
n325598,P35637,1
n342677,Q07955,1
n381022,Q13148,1
n340444,Q49AS9,1
n370205,P31483,1
n381568,O00425,1
n340981,Q9Y6M1,1
n424067,Q49AS9,1
n383080,Q49AS9,1
n384215,Q15717,1
n340966,P35637,1
n339567,Q15717,1
n339558,P31483,1
n405626,O00425,1
n410170,Q07955,1
n377680,Q07955,1
n340814,Q13148,1
n341727,P35637,1
n341298,Q86X94,1
n338726,Q9NZI8,1
n338251,Q49AS9,1
n372080,Q01844,1
n375462,Q13148,1
n378490,Q96PU8,1
n332636,Q86X94,1
n342456,P35637,1
n344598,Q15717,1
n386682,P26599,1
n342631,Q9NZI8,1
n385842,Q15717,1
n424070,Q5S007,1
n410105,Q07955,1
n342555,O00425,1
n379676,Q15717,1
n409149,Q9HCE1,1
n405453,Q07955,1
n386682,P35637,1
n409672,Q86X94,1
n406422,Q9Y6M1,1
n309,P05455,1
n341663,P35637,1
n337914,Q9NZI8,1
n384321,P26599,1
n342437,Q15717,1
n345045,Q15717,1
n373804,Q49AS9,1
n366290,Q15717,1
n384927,Q9Y6M1,1
n380806,P31483,1
n381839,Q15717,1
n371672,P31483,1
n375266,P35637,1
n338724,P31483,1
n410152,Q9UL18,1
n410152,Q9UKV8,1
n410152,Q9H9G7,1
n410152,Q9HCK5,1
n372533,Q15717,1
n367775,O00425,1
n338114,Q8NDV7,1
n338114,Q9UPQ9,1
n338114,Q9HCJ0,1
n345935,P31483,1
n410108,Q49AS9,1
n337757,Q49AS9,1
n337895,Q9NZI8,1
n409559,Q07955,1
n385727,Q13148,1
n338090,P26599,1
n337950,B7ZL34,1
n337921,Q9NZI8,1
n386770,Q9Y6M1,1
n384140,O00425,1
n326148,Q15717,1
n382687,Q9HCE1,1
n370930,Q9HCE1,1
n341743,Q9NZI8,1
n342544,P35637,1
n342985,P31483,1
n406409,Q49AS9,1
n338139,Q15717,1
n340425,Q9UKV8,1
n339533,Q15717,1
n387025,P26599,1
n342985,Q13148,1
n338087,Q15717,1
n384742,Q01844,1
n374607,Q01844,1
n338776,Q49AS9,1
n378238,Q9Y6M1,1
n340011,O00425,1
n372815,Q49AS9,1
n340523,Q9UKV8,1
n410638,P26599,1
n324778,Q13148,1
n386260,Q9Y6M1,1
n407046,Q15717,1
n342980,Q15717,1
n341490,Q01844,1
n386524,P31483,1
n342287,Q15717,1
n341125,Q13148,1
n338128,Q9HCE1,1
n344559,P31483,1
n378414,Q15717,1
n408131,B7ZL34,1
n385229,P31483,1
n372953,Q8NDV7,1
n372953,Q9UPQ9,1
n372953,Q9HCJ0,1
n341770,Q15717,1
n342724,Q96PU8,1
n410153,O00425,1
n387402,Q13148,1
n410638,P31483,1
n383693,Q9UKV8,1
n343070,Q9Y6M1,1
n379406,O43251,1
n407707,O00425,1
n340240,Q9HCE1,1
n340921,Q49AS9,1
n386770,Q13148,1
n340200,P35637,1
n325730,Q15717,1
n381720,Q49AS9,1
n336934,P35637,1
n338702,Q9NZI8,1
n406866,Q15717,1
n341821,O00425,1
n371241,Q15717,1
n407257,Q15717,1
n345040,Q15717,1
n341724,Q86X94,1
n345457,O00425,1
n338264,Q9Y6M1,1
n340604,Q9Y6M1,1
n338024,Q15717,1
n5312,P26599,1
n387397,Q9UL18,1
n387397,Q9UKV8,1
n387397,Q9H9G7,1
n387397,Q9HCK5,1
n341742,Q15717,1
n345971,Q07955,1
n371680,B7ZL34,1
n343016,Q9Y6M1,1
n382000,Q9UL18,1
n382000,Q9UKV8,1
n382000,Q9H9G7,1
n382000,Q9HCK5,1
n345323,Q13148,1
n342281,Q9Y6M1,1
n384430,Q9Y6M1,1
n344736,Q49AS9,1
n381958,Q13148,1
n344860,P35637,1
n409179,Q9UL18,1
n409179,Q9UKV8,1
n409179,Q9H9G7,1
n409179,Q9HCK5,1
n370698,P31483,1
n381414,Q15717,1
n385730,Q13148,1
n341770,Q9Y6M1,1
n341044,P26599,1
n345648,O00425,1
n384228,Q86X94,1
n342565,Q07955,1
n344588,P26599,1
n325110,Q15717,1
n343070,Q9NZI8,1
n342704,P31483,1
n338931,Q15717,1
n410143,Q9HCE1,1
n378252,Q9UL18,1
n378252,Q9UKV8,1
n378252,Q9H9G7,1
n378252,Q9HCK5,1
n5543,Q01844,1
n338117,Q9Y6M1,1
n6223,Q96PU8,1
n386353,Q15717,1
n340901,Q96PU8,1
n405566,Q9UKV8,1
n377923,P26599,1
n345781,Q9NZI8,1
n346481,Q15717,1
n367651,P35637,1
n377577,O43251,1
n339451,Q15717,1
n381754,Q13148,1
n338730,P35637,1
n407073,Q13148,1
n345304,P35637,1
n343053,Q92841,1
n333503,Q13148,1
n343050,P55899,1
n5296,Q96BK5,1
n385069,P31483,1
n345405,O00425,1
n383025,O00425,1
n407159,Q07955,1
n375478,Q9NZI8,1
n375659,Q15717,1
n408119,Q9Y6M1,1
n346464,Q9Y6M1,1
n384720,P35637,1
n409548,Q07955,1
n379950,O00425,1
n385318,Q13148,1
n341783,Q15717,1
n376473,Q86X94,1
n340312,P31483,1
n386448,Q15717,1
n384720,Q01844,1
n381805,Q13148,1
n371680,Q15717,1
n340748,Q15717,1
n346282,Q07955,1
n407534,Q9Y6M1,1
n340200,O00425,1
n344800,P35637,1
n344531,Q15717,1
n341012,P26599,1
n371814,Q13148,1
n411666,Q07955,1
n342280,Q9NZI8,1
n374607,Q9UL18,1
n374607,Q9UKV8,1
n374607,Q9H9G7,1
n374607,Q9HCK5,1
n339948,P35637,1
n338721,Q49AS9,1
n343070,Q01844,1
n346260,Q07955,1
n367887,P35637,1
n342437,P35637,1
n385727,P35637,1
n407125,Q49AS9,1
n4758,Q9UBU9,1
n384757,Q13148,1
n345040,Q86X94,1
n380031,P35637,1
n405558,B7ZL34,1
n344778,Q8NDV7,1
n344778,Q9UPQ9,1
n344778,Q9HCJ0,1
n344610,Q9Y6M1,1
n386770,Q9NZI8,1
n5315,P09012,1
n384754,Q9Y6M1,1
n407027,Q9NZI8,1
n340028,Q13148,1
n342150,Q13148,1
n369469,Q49AS9,1
n341582,Q15717,1
n386448,Q9Y6M1,1
n337757,P35637,1
n372080,Q13148,1
n405951,Q9UKV8,1
n341633,P31483,1
n343016,P31483,1
n364842,O00425,1
n408119,Q13148,1
n332636,Q9NZI8,1
n345751,Q49AS9,1
n409402,Q07955,1
n338367,Q13148,1
n339223,Q9NZI8,1
n339673,Q49AS9,1
n199030,Q9NZI8,1
n340549,Q9UL18,1
n340549,Q9UKV8,1
n340549,Q9H9G7,1
n340549,Q9HCK5,1
n365737,O00425,1
n409406,Q9Y6M1,1
n341082,Q07955,1
n369955,Q07955,1
n385511,P35637,1
n344497,Q13148,1
n383556,Q9Y6M1,1
n324236,Q15717,1
n342118,O00425,1
n377766,Q15717,1
n381878,Q13148,1
n407573,Q9UL18,1
n407573,Q9UKV8,1
n407573,Q9H9G7,1
n407573,Q9HCK5,1
n335521,Q15717,1
n342203,Q9UKV8,1
n339976,Q9Y6M1,1
n344589,Q49AS9,1
n341261,Q9NZI8,1
n338540,Q13148,1
n424067,Q07955,1
n372336,Q9UL18,1
n372336,Q9UKV8,1
n372336,Q9H9G7,1
n372336,Q9HCK5,1
n344721,O00425,1
n381081,Q8NDV7,1
n381081,Q9UPQ9,1
n381081,Q9HCJ0,1
n338742,Q13148,1
n341748,Q13148,1
n346094,O00425,1
n405795,Q07955,1
n385188,Q9UL18,1
n385188,Q9UKV8,1
n385188,Q9H9G7,1
n385188,Q9HCK5,1
n381754,Q01844,1
n406134,Q49AS9,1
n344695,Q01844,1
n385274,Q15717,1
n369419,P31483,1
n340956,Q9NZI8,1
n346200,P35637,1
n346186,Q49AS9,1
n377932,P26599,1
n405255,Q07955,1
n341884,P31483,1
n340748,Q9UL18,1
n340748,Q9UKV8,1
n340748,Q9H9G7,1
n340748,Q9HCK5,1
n410638,Q9UL18,1
n410638,Q9UKV8,1
n410638,Q9H9G7,1
n410638,Q9HCK5,1
n337687,Q9Y6M1,1
n374487,Q07955,1
n384643,Q9HCE1,1
n363631,Q07955,1
